index,ipa,alphabet,score_abrupt-continuous,score_beautiful-ugly,score_big-small,score_dangerous-safe,score_delicate-rugged,score_exciting-calming,score_fast-slow,score_good-bad,score_happy-sad,score_hard-soft,score_harsh-mellow,score_heavy-light,score_inhibited-free,score_interesting-uninteresting,score_masculine-feminine,score_ordinary-unique,score_passive-active,score_pleasant-unpleasant,score_realistic-fantastical,score_sharp-round,score_simple-complex,score_solid-nonsolid,score_strong-weak,score_tense-relaxed
434,nejbow,naybow,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
435,nejdi,naydee,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.189176,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
436,nejdej,naydaye,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
437,nejdow,naydow,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
438,nejɡi,nayggee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
439,nejɡej,naygaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
440,nejɡow,naygow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
441,nejpi,naypee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
442,nejpej,naypaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
443,nejpow,naypow,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
444,nejti,naytee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
445,nejtej,naytaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
446,nejtow,naytow,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
447,nejki,naykee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
448,nejkej,naykaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
449,nejkow,nayko,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
450,nɑli,nahlee,0.425,-0.1915,0.4404,0.2779,-0.4525,0.347325,0.238025,0.0,-0.103075,0.4445,0.4491,0.407925,0.2608,0.0,0.4804825,-0.173,-0.24885000000000002,0.0,-0.0686,0.372395,-0.37559,0.3705,0.31795,0.33155
451,nɑlej,nahlaye,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
452,nɑlow,nahlow,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
453,nɑmi,nahmee,0.425,-0.1915,0.4404,0.2779,-0.4525,0.347325,0.238025,0.0,-0.103075,0.4445,0.4491,0.407925,0.2608,0.0,0.4804825,-0.173,-0.24885000000000002,0.0,-0.0686,0.372395,-0.37559,0.3705,0.31795,0.33155
454,nɑmej,nahmaye,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
455,nɑmow,nahmow,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
456,nɑni,nahnee,0.425,-0.1915,0.4404,0.2779,-0.4525,0.347325,0.238025,0.0,-0.103075,0.4445,0.4491,0.407925,0.2608,0.0,0.4804825,-0.173,-0.24885000000000002,0.0,-0.0686,0.372395,-0.37559,0.3705,0.31795,0.33155
457,nɑnej,nahnaye,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
458,nɑnow,nahnow,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
459,nɑvi,nahvee,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
460,nɑvej,nahvaye,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
461,nɑvow,nahvow,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
462,nɑði,nahthey,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
463,nɑðej,nah-they,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
464,nɑðow,nah-though,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
465,nɑzi,nahzee,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
466,nɑzej,nahzaye,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
467,nɑzow,nahzow,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
468,nɑfi,nahfee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
469,nɑfej,nahfaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
470,nɑfow,nahfow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
471,nɑsi,nahsee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
472,nɑsej,nahsaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
473,nɑsow,nahsow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
474,nɑʃi,nahshee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
475,nɑʃej,nahshaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
476,nɑʃow,nahshow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
477,nɑbi,nahbee,0.2125,0.0024249999999999966,0.21589999999999998,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.155925,0.1304,0.06745,0.1877325,-0.0865,-0.086325,0.0,-0.0686,0.23647,-0.187795,0.18525,0.158975,0.165775
478,nɑbej,nahbaye,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
479,nɑbow,nahbow,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
480,nɑdi,nahdee,0.2125,0.0024249999999999966,0.21589999999999998,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.155925,0.1304,0.06745,0.1877325,-0.0865,-0.086325,0.0,-0.0686,0.23647,-0.187795,0.18525,0.158975,0.165775
481,nɑdej,nahdaye,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
482,nɑdow,nahdow,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
483,nɑɡi,nahggee,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
484,nɑɡej,nahgaye,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
485,nɑɡow,nahgow,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
486,nɑpi,nahpee,0.08975,-0.09575,0.31084999999999996,0.04507499999999999,-0.10625000000000001,0.02642499999999999,-0.042075,0.0,-0.103075,0.07500000000000001,0.10335,0.249925,0.027774999999999994,0.0,0.1294825,-0.0865,-0.086325,0.0,-0.155185,-0.040557500000000024,-0.187795,0.0825,0.10162500000000001,0.04137500000000001
487,nɑpej,nahpaye,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
488,nɑpow,nahpow,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
489,nɑti,nahtee,0.08975,-0.09575,0.31084999999999996,0.04507499999999999,-0.10625000000000001,0.02642499999999999,-0.042075,0.0,-0.103075,0.07500000000000001,0.10335,0.249925,0.027774999999999994,0.0,0.1294825,-0.0865,-0.086325,0.0,-0.155185,-0.040557500000000024,-0.187795,0.0825,0.10162500000000001,0.04137500000000001
490,nɑtej,nahtaye,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
491,nɑtow,nahtow,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
492,nɑki,nahkee,0.08975,-0.09575,0.31084999999999996,0.04507499999999999,-0.10625000000000001,0.02642499999999999,-0.042075,0.0,-0.103075,0.07500000000000001,0.10335,0.249925,0.027774999999999994,0.0,0.1294825,-0.0865,-0.086325,0.0,-0.155185,-0.040557500000000024,-0.187795,0.0825,0.10162500000000001,0.04137500000000001
493,nɑkej,nahkaye,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
494,nɑkow,nahko,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
495,nowli,noelee,0.33999999999999997,-0.1532,0.35232,0.22232,-0.362,0.27786,0.19041999999999998,0.0,-0.08246,0.3556,0.35928,0.32633999999999996,0.20864,0.0,0.384386,-0.1384,-0.19908,0.0,-0.05488,0.29791599999999996,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
496,nowlej,noelaye,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
497,nowlow,noelow,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
498,nowmi,noemee,0.33999999999999997,-0.1532,0.35232,0.22232,-0.362,0.27786,0.19041999999999998,0.0,-0.08246,0.3556,0.35928,0.32633999999999996,0.20864,0.0,0.384386,-0.1384,-0.19908,0.0,-0.05488,0.29791599999999996,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
499,nowmej,noemaye,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
500,nowmow,noemow,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
501,nowni,noanee,0.33999999999999997,-0.1532,0.35232,0.22232,-0.362,0.27786,0.19041999999999998,0.0,-0.08246,0.3556,0.35928,0.32633999999999996,0.20864,0.0,0.384386,-0.1384,-0.19908,0.0,-0.05488,0.29791599999999996,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
502,nownej,noanaye,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
503,nownow,noanow,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
504,nowvi,noevee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
505,nowvej,noevaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
506,nowvow,noevow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
507,nowði,noethey,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
508,nowðej,noe-they,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
509,nowðow,noe-though,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
510,nowzi,noezee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
511,nowzej,noezaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
512,nowzow,noezow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
513,nowfi,noefee,0.16999999999999998,-0.14256,0.31151999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.2542,0.17964,0.28014,0.10432,0.0,0.375186,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
514,nowfej,noefaye,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
